,PavedDrive,Functional,OverallQual,KitchenQual,LotFrontage,HeatingQC,LotArea,CentralAir,Basement,Fireplaces,Garage,Reno,OneFamHome,PosFeat,Norm,TwoFloors,PoolArea,WoodDeck,Porch,GrLivArea,SalePrice,Total.HalfBath,Total.FullBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,YearBuilt,YrSold,MSSubClass_SC160,MSSubClass_SC180,MSSubClass_SC190,MSSubClass_SC20,MSSubClass_SC30,MSSubClass_SC40,MSSubClass_SC45,MSSubClass_SC50,MSSubClass_SC60,MSSubClass_SC70,MSSubClass_SC75,MSSubClass_SC80,MSSubClass_SC85,MSSubClass_SC90,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM
214,2,8,6,3,0,5,1,1,1,0,1,0,1,0,1,1,0,0,1,7.238496840894365,11.993807212363148,1,1,3,3,1,1977,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
215,2,7,5,4,2,3,1,1,1,1,1,1,1,0,1,0,0,0,0,7.119635638017636,11.80894766169701,1,1,2,4,1,1957,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
216,2,8,7,4,2,5,1,1,1,0,1,0,1,0,1,0,0,1,1,7.269616749608169,12.254862809699606,3,0,3,5,2,2004,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
217,2,8,4,3,1,2,1,0,1,0,1,1,1,0,1,1,0,0,1,7.191429330036379,11.580584113444043,1,0,3,5,1,1925,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
218,2,8,7,4,0,5,2,1,1,1,1,1,1,0,1,0,0,0,1,7.577633832602728,12.649154617209645,1,2,3,5,2,1939,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
219,2,8,7,4,1,5,0,1,1,0,1,1,0,0,1,0,0,1,0,7.129297548929373,12.0271851854705,2,0,2,3,2,2005,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
220,2,8,7,4,2,5,1,1,1,0,1,0,1,0,1,0,0,1,1,7.311886164077165,12.230277334226992,2,0,2,3,2,2006,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
221,2,8,6,4,0,5,1,1,1,1,1,0,1,0,1,1,0,1,1,7.726212650507529,12.206072645530174,2,1,4,4,2,2002,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
222,2,8,6,3,2,3,1,1,1,1,1,0,1,0,0,1,0,1,1,7.347299700743164,12.100156419938624,3,1,3,3,2,1975,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
223,2,8,4,3,2,4,1,1,1,0,1,0,1,0,1,0,0,1,0,6.761572768804055,11.48246625748552,1,0,2,2,2,1971,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
224,2,8,10,5,3,5,2,1,1,1,1,0,1,0,1,0,0,1,1,7.779885115070522,12.864240107194092,2,0,3,5,3,2003,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
225,2,8,5,3,1,3,0,1,1,0,1,0,0,0,1,1,0,0,0,7.171656822768514,11.626254150277232,2,1,3,3,1,1971,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
226,2,8,7,4,2,5,1,1,1,1,1,0,1,0,1,1,0,1,1,7.832014180505469,12.577636201962656,2,1,4,5,3,1995,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
227,2,8,6,3,1,3,0,1,1,0,1,0,0,0,1,1,0,0,0,6.894670039433482,11.571194373094205,1,1,2,3,1,1970,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
228,2,8,5,3,2,3,1,1,1,1,1,0,1,0,0,0,0,0,0,6.815639990074331,11.736069016284437,1,0,3,2,1,1967,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
229,2,8,7,4,1,5,0,1,1,1,1,1,0,0,1,0,0,1,1,7.349230824613334,12.167851432709975,2,0,2,5,2,2005,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
230,2,8,6,3,2,3,1,1,1,0,1,0,1,0,1,0,0,0,1,7.085064293952548,11.904967552746252,2,0,3,3,1,1959,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
231,2,8,8,5,3,5,2,1,1,1,1,1,1,0,1,1,0,0,1,7.935229539816907,12.90669184092882,3,1,4,5,3,1995,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
232,2,8,6,3,1,3,0,1,1,1,1,0,0,0,1,1,0,0,0,6.894670039433482,11.456355113481834,1,1,2,3,1,1972,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
233,2,8,5,3,2,3,1,1,1,0,1,0,1,0,1,0,0,1,0,6.795705775173514,11.761346823468706,2,0,3,2,1,1976,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
234,2,8,6,4,0,5,1,1,1,1,1,0,1,0,1,1,0,1,1,7.580699752224563,12.285345826424681,3,1,4,4,2,2002,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
235,2,8,6,3,1,3,0,1,1,0,1,0,0,0,1,1,0,0,0,6.894670039433482,11.401993904262946,1,1,2,3,1,1971,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
236,2,8,7,4,2,5,1,1,1,0,1,0,1,0,1,0,0,1,1,7.254177846456518,12.130810161029627,2,0,3,3,2,2004,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
237,2,8,7,4,0,5,1,1,1,0,1,1,1,0,0,1,0,1,1,7.463936604468925,12.178187442040638,2,1,3,4,2,1993,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
238,2,8,8,4,2,5,2,1,1,0,1,0,1,0,1,0,0,1,1,7.434847875211999,12.669806661762314,2,0,3,4,3,2007,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
239,2,8,6,3,1,3,1,1,1,1,1,1,1,0,1,0,0,0,1,7.304515946460155,11.635143097694478,1,1,3,4,1,1945,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
240,2,8,8,4,2,5,1,1,1,0,1,0,1,0,1,0,0,1,1,7.356279876550748,12.478006361013815,3,0,3,4,2,2008,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
241,2,8,5,4,1,4,0,1,1,0,0,1,1,0,1,0,0,1,1,6.763884908562435,11.612770799939945,1,0,2,2,0,1945,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
242,2,8,5,3,2,4,0,0,1,0,1,1,1,0,1,0,0,0,1,7.272398392570047,11.27720313144916,1,0,3,3,1,1900,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
243,2,8,6,3,2,3,1,1,1,1,1,0,0,0,1,1,0,0,1,7.104144092987527,11.695247021764184,1,1,3,3,1,1980,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
244,2,8,7,4,0,5,1,1,1,1,1,1,1,0,1,1,0,0,1,7.6544432264701125,12.230765258120545,3,1,3,5,2,1994,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
245,2,8,7,3,2,4,1,1,1,1,1,0,1,0,1,0,0,1,1,7.534762657037537,12.394624752074764,2,1,3,3,2,1988,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
246,2,8,6,2,2,4,1,0,1,0,1,1,0,0,1,1,0,0,1,7.564238475170491,11.827736204810263,2,0,4,5,1,1910,2006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
247,2,8,6,3,2,5,1,1,1,1,1,0,1,0,1,0,0,0,1,7.226209010100671,11.84939770159144,1,0,2,3,2,1954,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
248,2,8,7,4,2,5,1,1,1,0,1,0,1,0,1,1,0,1,1,7.419380582918692,12.100712129872347,2,1,3,5,2,2003,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
249,2,8,6,4,0,4,2,1,1,1,1,1,1,0,1,0,0,0,1,7.670428522190693,12.531772785169476,2,1,4,3,2,1958,2007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
250,2,5,3,2,1,5,0,1,1,0,0,1,1,0,1,0,0,1,0,7.174724309836376,11.245046019814627,1,0,3,3,0,1940,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
251,2,8,8,4,1,5,0,1,1,1,1,1,0,0,1,0,0,1,1,7.393263094763838,12.367340793126296,3,1,2,3,2,2006,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
252,2,8,6,4,2,5,1,1,1,0,1,0,1,0,1,1,0,1,1,7.402451520818244,12.061046873479915,2,1,3,3,2,2004,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
253,2,7,6,4,2,5,1,1,1,0,1,1,1,0,1,0,0,1,0,7.171656822768514,11.970350312009105,2,1,3,4,1,1964,2007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
254,2,8,5,3,2,3,1,1,1,0,1,0,1,0,1,0,0,1,0,7.1808311990445555,11.884489021402711,2,0,3,2,1,1957,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
255,2,8,7,4,2,5,1,1,1,1,1,0,1,0,1,1,0,1,0,7.736743682453495,12.345834587905333,2,1,4,4,2,1999,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
256,2,8,6,4,2,5,1,1,1,0,1,0,1,0,1,1,0,1,1,7.454719949364001,12.24288661865289,2,1,3,4,2,2003,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
257,2,8,7,4,2,5,1,1,1,1,1,0,1,0,1,0,0,1,1,7.38025578842646,12.301382825334498,3,1,3,5,2,2006,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
258,2,8,7,4,2,5,2,1,1,1,1,0,1,0,1,1,0,0,1,7.491087593534876,12.352335152508426,2,1,3,4,2,2001,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
259,2,8,5,3,2,4,2,1,0,0,1,0,1,0,1,0,0,0,1,6.782192056006791,11.48246625748552,1,0,2,2,1,1956,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
260,2,8,6,3,3,3,2,1,1,1,1,0,1,0,0,0,0,0,1,7.231287004327616,12.078239274020289,2,0,3,3,2,1962,2009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
261,2,8,8,5,2,5,1,1,1,1,1,0,1,0,1,1,0,0,1,7.853216388156072,12.528156144699286,2,1,3,7,3,2007,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
262,2,8,6,3,2,3,1,1,1,1,1,1,1,0,1,0,0,1,1,7.10002716662926,11.925035115797062,2,0,3,3,2,1977,2006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
263,2,8,5,3,1,3,0,1,1,0,1,1,1,0,1,0,0,0,0,7.182352111885263,11.77528972943772,2,0,3,3,2,1929,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
264,0,8,5,3,1,4,0,0,1,0,1,1,1,0,0,0,0,0,0,6.638567789166521,11.198214720130528,1,0,2,2,2,1925,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
265,2,8,6,4,2,3,2,1,1,1,1,0,1,0,1,0,0,1,0,7.259819610363186,12.075394321888057,2,0,3,4,2,1981,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
266,2,8,6,3,2,4,1,1,1,1,1,0,1,0,1,1,0,1,1,7.32052696227274,12.128111104060462,3,1,3,5,2,1997,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
267,2,8,5,4,1,5,1,1,1,1,1,1,1,0,1,1,0,1,1,7.692569648067906,12.097930486910471,2,1,4,4,1,1939,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
268,2,8,5,3,2,5,0,1,1,1,1,1,1,0,1,0,0,0,1,6.656726524178391,11.699405031912846,1,0,2,2,1,1940,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
269,2,8,6,3,0,3,1,1,1,1,1,0,1,0,1,0,0,1,1,7.014814351275545,11.904967552746252,2,1,3,3,1,1976,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
270,2,8,8,4,2,4,1,1,1,1,1,0,1,0,1,1,0,1,1,7.569927655242652,12.491251587763836,2,1,3,5,3,2006,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
271,2,5,7,3,2,5,2,1,1,1,1,1,1,0,1,0,0,1,0,7.217443431696533,12.394624752074764,2,0,2,3,2,1954,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
272,2,8,8,4,2,5,1,1,1,1,1,1,1,0,1,1,0,1,1,7.727535110475448,12.577636201962656,2,1,4,5,3,1999,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
273,2,7,6,3,2,4,1,1,1,1,1,1,1,0,0,0,0,1,0,7.397561535524052,11.842229212112828,3,0,3,3,1,1958,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
274,2,8,5,3,2,3,1,1,1,0,1,0,1,0,1,0,0,1,0,6.704414354964107,11.732060994886899,1,0,2,3,1,1982,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
275,2,8,7,5,1,4,1,0,1,0,1,1,1,0,1,0,0,1,1,7.344719054149673,12.230765258120545,2,1,3,2,2,1925,2009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
276,2,8,7,4,3,5,1,1,1,0,1,0,1,0,1,0,0,1,1,7.352441100243583,12.211060187041213,2,0,3,4,2,2003,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
277,2,8,4,3,3,5,2,1,1,0,1,0,1,0,1,0,0,0,0,6.761572768804055,11.856515169360305,1,0,2,2,2,1951,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
278,2,8,9,5,3,5,2,1,1,1,1,1,1,0,1,0,0,1,1,7.659642954564682,12.936751613811438,2,1,3,5,3,2006,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
279,2,8,7,3,2,5,1,1,1,1,1,0,1,0,1,1,0,1,1,7.611842399580417,12.165250651009918,2,1,4,4,2,1977,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
280,2,8,7,4,2,4,1,1,1,1,1,0,1,0,1,1,0,0,1,7.591861714889934,12.339291489316397,2,1,3,4,2,1989,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
